dataset_id	gene_id	n_contrasts_dataset	n_pass	support_in_dataset	dataset_support_flag
GSE279744	ENSMUSG00000025494.9	4	0	0	FALSE
GSE279744	ENSMUSG00000025495.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025496.6	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025497.16	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025498.16	4	4	1	TRUE
GSE279744	ENSMUSG00000025499.19	4	0	0	FALSE
GSE279744	ENSMUSG00000025500.13	4	0	0	FALSE
GSE279744	ENSMUSG00000025503.6	4	0	0	FALSE
GSE279744	ENSMUSG00000025504.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025505.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025507.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025508.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025509.16	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025510.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025511.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025512.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025521.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025525.13	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025529.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025531.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025532.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025533.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025534.18	4	0	0	FALSE
GSE279744	ENSMUSG00000025537.13	4	0	0	FALSE
GSE279744	ENSMUSG00000025538.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025544.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025545.11	4	0	0	FALSE
GSE279744	ENSMUSG00000025555.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025558.20	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025571.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025572.19	4	0	0	FALSE
GSE279744	ENSMUSG00000025573.5	4	0	0	FALSE
GSE279744	ENSMUSG00000025574.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025575.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025577.8	4	0	0	FALSE
GSE279744	ENSMUSG00000025578.10	4	0	0	FALSE
GSE279744	ENSMUSG00000025579.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025580.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025582.5	2	0	0	FALSE
GSE279744	ENSMUSG00000025583.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025584.18	4	0	0	FALSE
GSE279744	ENSMUSG00000025586.18	2	0	0	FALSE
GSE279744	ENSMUSG00000025591.7	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025597.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025602.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025607.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025609.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025612.6	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025613.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025616.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025626.17	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025630.9	4	0	0	FALSE
GSE279744	ENSMUSG00000025645.9	4	0	0	FALSE
GSE279744	ENSMUSG00000025646.10	4	0	0	FALSE
GSE279744	ENSMUSG00000025647.17	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025648.19	4	0	0	FALSE
GSE279744	ENSMUSG00000025651.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025656.18	4	0	0	FALSE
GSE279744	ENSMUSG00000025658.17	2	0	0	FALSE
GSE279744	ENSMUSG00000025665.18	4	0	0	FALSE
GSE279744	ENSMUSG00000025701.13	4	0	0	FALSE
GSE279744	ENSMUSG00000025702.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025722.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025723.13	4	0	0	FALSE
GSE279744	ENSMUSG00000025724.13	4	0	0	FALSE
GSE279744	ENSMUSG00000025728.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025730.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025731.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025732.7	4	0	0	FALSE
GSE279744	ENSMUSG00000025733.18	4	0	0	FALSE
GSE279744	ENSMUSG00000025736.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025737.6	4	0	0	FALSE
GSE279744	ENSMUSG00000025742.6	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025743.15	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025745.13	4	0	0	FALSE
GSE279744	ENSMUSG00000025746.12	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025747.13	4	0	0	FALSE
GSE279744	ENSMUSG00000025757.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025758.11	4	0	0	FALSE
GSE279744	ENSMUSG00000025759.12	4	0	0	FALSE
GSE279744	ENSMUSG00000025762.17	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025764.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025766.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025776.14	2	0	0	FALSE
GSE279744	ENSMUSG00000025777.9	2	2	1	TRUE
GSE279744	ENSMUSG00000025779.11	4	0	0	FALSE
GSE279744	ENSMUSG00000025780.8	4	0	0	FALSE
GSE279744	ENSMUSG00000025781.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025782.13	4	0	0	FALSE
GSE279744	ENSMUSG00000025785.6	4	0	0	FALSE
GSE279744	ENSMUSG00000025786.18	4	0	0	FALSE
GSE279744	ENSMUSG00000025787.7	4	0	0	FALSE
GSE279744	ENSMUSG00000025790.15	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025791.19	4	0	0	FALSE
GSE279744	ENSMUSG00000025792.10	4	0	0	FALSE
GSE279744	ENSMUSG00000025793.18	4	0	0	FALSE
GSE279744	ENSMUSG00000025794.10	4	0	0	FALSE
GSE279744	ENSMUSG00000025795.9	4	0	0	FALSE
GSE279744	ENSMUSG00000025804.6	4	0	0	FALSE
GSE279744	ENSMUSG00000025809.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025810.10	4	0	0	FALSE
GSE279744	ENSMUSG00000025812.19	4	0	0	FALSE
GSE279744	ENSMUSG00000025813.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025815.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025816.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025817.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025821.10	4	0	0	FALSE
GSE279744	ENSMUSG00000025823.10	4	0	0	FALSE
GSE279744	ENSMUSG00000025825.13	4	0	0	FALSE
GSE279744	ENSMUSG00000025854.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025855.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025856.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025857.11	4	0	0	FALSE
GSE279744	ENSMUSG00000025858.13	4	0	0	FALSE
GSE279744	ENSMUSG00000025860.16	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025862.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025868.7	4	0	0	FALSE
GSE279744	ENSMUSG00000025869.12	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025870.11	4	0	0	FALSE
GSE279744	ENSMUSG00000025871.19	4	0	0	FALSE
GSE279744	ENSMUSG00000025872.6	4	0	0	FALSE
GSE279744	ENSMUSG00000025873.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025875.15	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025876.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025877.15	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025878.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025880.13	4	0	0	FALSE
GSE279744	ENSMUSG00000025885.19	4	0	0	FALSE
GSE279744	ENSMUSG00000025887.11	2	0	0	FALSE
GSE279744	ENSMUSG00000025888.7	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025889.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025893.9	4	0	0	FALSE
GSE279744	ENSMUSG00000025894.12	4	0	0	FALSE
GSE279744	ENSMUSG00000025898.7	4	0	0	FALSE
GSE279744	ENSMUSG00000025899.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025903.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025907.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025911.15	2	0	0	FALSE
GSE279744	ENSMUSG00000025912.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025915.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025917.10	4	0	0	FALSE
GSE279744	ENSMUSG00000025920.20	4	0	0	FALSE
GSE279744	ENSMUSG00000025921.8	4	0	0	FALSE
GSE279744	ENSMUSG00000025922.10	4	0	0	FALSE
GSE279744	ENSMUSG00000025925.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025930.7	4	0	0	FALSE
GSE279744	ENSMUSG00000025931.16	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025932.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025933.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025935.11	4	0	0	FALSE
GSE279744	ENSMUSG00000025937.7	4	0	0	FALSE
GSE279744	ENSMUSG00000025938.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025939.20	4	0	0	FALSE
GSE279744	ENSMUSG00000025940.7	4	0	0	FALSE
GSE279744	ENSMUSG00000025949.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025950.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025955.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025956.11	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025958.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025959.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025962.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025964.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025967.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025968.17	4	0	0	FALSE
GSE279744	ENSMUSG00000025969.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025971.7	4	0	0	FALSE
GSE279744	ENSMUSG00000025977.16	4	0	0	FALSE
GSE279744	ENSMUSG00000025978.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025979.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025980.15	4	0	0	FALSE
GSE279744	ENSMUSG00000025981.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025982.14	4	0	0	FALSE
GSE279744	ENSMUSG00000025983.12	2	0	0	FALSE
GSE279744	ENSMUSG00000025986.7	4	0	0	FALSE
GSE279744	ENSMUSG00000025993.11	4	0	0	FALSE
GSE279744	ENSMUSG00000025995.17	4	2	0.5	TRUE
GSE279744	ENSMUSG00000025997.14	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026000.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026003.6	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026004.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026005.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026009.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026011.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026012.3	4	0	0	FALSE
GSE279744	ENSMUSG00000026014.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026017.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026018.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026019.16	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026020.10	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026021.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026024.15	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026027.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026028.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026029.15	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026031.16	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026032.9	4	0	0	FALSE
GSE279744	ENSMUSG00000026034.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026035.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026036.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026037.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026039.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026043.19	4	0	0	FALSE
GSE279744	ENSMUSG00000026047.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026048.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026049.12	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026051.9	2	0	0	FALSE
GSE279744	ENSMUSG00000026058.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026062.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026064.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026065.9	4	0	0	FALSE
GSE279744	ENSMUSG00000026068.12	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026069.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026070.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026072.13	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026073.14	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026074.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026077.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026078.11	4	0	0	FALSE
GSE279744	ENSMUSG00000026080.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026082.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026083.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026087.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026088.16	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026090.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026094.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026095.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026096.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026097.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026098.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026102.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026103.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026104.15	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026107.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026110.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026111.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026112.8	4	0	0	FALSE
GSE279744	ENSMUSG00000026113.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026114.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026116.12	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026117.11	4	0	0	FALSE
GSE279744	ENSMUSG00000026121.14	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026123.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026126.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026127.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026131.22	4	0	0	FALSE
GSE279744	ENSMUSG00000026134.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026135.18	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026142.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026150.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026153.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026154.5	4	0	0	FALSE
GSE279744	ENSMUSG00000026155.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026156.9	4	0	0	FALSE
GSE279744	ENSMUSG00000026158.12	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026159.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026162.9	4	0	0	FALSE
GSE279744	ENSMUSG00000026167.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026170.7	4	0	0	FALSE
GSE279744	ENSMUSG00000026171.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026172.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026173.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026174.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026175.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026176.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026177.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026179.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026180.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026181.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026185.9	2	0	0	FALSE
GSE279744	ENSMUSG00000026187.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026189.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026192.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026193.16	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026196.8	4	0	0	FALSE
GSE279744	ENSMUSG00000026197.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026199.19	4	0	0	FALSE
GSE279744	ENSMUSG00000026200.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026201.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026202.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026203.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026207.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026208.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026209.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026211.19	4	0	0	FALSE
GSE279744	ENSMUSG00000026213.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026219.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026220.7	4	0	0	FALSE
GSE279744	ENSMUSG00000026222.17	4	4	1	TRUE
GSE279744	ENSMUSG00000026223.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026227.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026229.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026234.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026235.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026238.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026239.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026240.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026241.6	4	0	0	FALSE
GSE279744	ENSMUSG00000026245.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026247.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026248.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026249.11	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026253.15	2	0	0	FALSE
GSE279744	ENSMUSG00000026254.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026255.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026260.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026269.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026270.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026271.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026273.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026274.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026275.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026276.21	4	0	0	FALSE
GSE279744	ENSMUSG00000026277.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026278.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026279.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026280.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026281.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026283.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026285.9	4	0	0	FALSE
GSE279744	ENSMUSG00000026288.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026289.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026305.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026307.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026309.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026311.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026313.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026315.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026317.8	4	0	0	FALSE
GSE279744	ENSMUSG00000026319.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026321.9	4	0	0	FALSE
GSE279744	ENSMUSG00000026333.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026335.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026339.19	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026341.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026342.11	4	0	0	FALSE
GSE279744	ENSMUSG00000026347.14	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026349.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026353.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026354.9	2	0	0	FALSE
GSE279744	ENSMUSG00000026355.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026356.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026357.4	4	0	0	FALSE
GSE279744	ENSMUSG00000026358.14	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026360.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026361.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026365.16	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026374.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026377.13	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026380.11	4	0	0	FALSE
GSE279744	ENSMUSG00000026383.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026384.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026385.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026388.16	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026389.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026390.8	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026393.11	4	0	0	FALSE
GSE279744	ENSMUSG00000026395.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026399.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026404.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026409.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026411.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026413.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026414.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026418.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026421.15	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026425.16	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026426.11	4	0	0	FALSE
GSE279744	ENSMUSG00000026427.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026429.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026430.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026433.14	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026434.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026435.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026436.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026437.13	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026439.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026447.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026455.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026456.19	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026457.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026458.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026463.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026466.17	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026469.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026470.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026471.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026473.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026475.8	4	0	0	FALSE
GSE279744	ENSMUSG00000026478.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026479.14	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026480.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026482.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026483.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026484.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026489.14	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026490.19	4	0	0	FALSE
GSE279744	ENSMUSG00000026491.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026492.12	4	0	0	FALSE
GSE279744	ENSMUSG00000026494.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026495.9	4	0	0	FALSE
GSE279744	ENSMUSG00000026496.12	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026499.6	4	0	0	FALSE
GSE279744	ENSMUSG00000026502.14	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026504.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026509.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026510.11	4	0	0	FALSE
GSE279744	ENSMUSG00000026511.8	4	0	0	FALSE
GSE279744	ENSMUSG00000026516.9	4	0	0	FALSE
GSE279744	ENSMUSG00000026519.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026520.9	4	0	0	FALSE
GSE279744	ENSMUSG00000026525.10	4	0	0	FALSE
GSE279744	ENSMUSG00000026526.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026536.10	4	4	1	TRUE
GSE279744	ENSMUSG00000026544.7	4	0	0	FALSE
GSE279744	ENSMUSG00000026546.17	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026547.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026548.5	4	0	0	FALSE
GSE279744	ENSMUSG00000026553.18	4	0	0	FALSE
GSE279744	ENSMUSG00000026554.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026556.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026558.14	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026563.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026565.19	4	0	0	FALSE
GSE279744	ENSMUSG00000026566.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026568.7	4	0	0	FALSE
GSE279744	ENSMUSG00000026571.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026573.8	4	0	0	FALSE
GSE279744	ENSMUSG00000026574.6	2	0	0	FALSE
GSE279744	ENSMUSG00000026575.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026576.13	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026577.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026578.7	4	0	0	FALSE
GSE279744	ENSMUSG00000026579.9	4	0	0	FALSE
GSE279744	ENSMUSG00000026580.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026581.15	4	2	0.5	TRUE
GSE279744	ENSMUSG00000026582.8	4	0	0	FALSE
GSE279744	ENSMUSG00000026584.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026585.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026586.17	4	0	0	FALSE
GSE279744	ENSMUSG00000026589.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026594.15	4	0	0	FALSE
GSE279744	ENSMUSG00000026596.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026600.13	4	0	0	FALSE
GSE279744	ENSMUSG00000026601.16	4	0	0	FALSE
GSE279744	ENSMUSG00000026603.14	4	0	0	FALSE
GSE279744	ENSMUSG00000026604.18	4	0	0	FALSE
