gene_id	SRR13783173	SRR13783175	SRR13783177	SRR13783179	SRR13783174	SRR13783176	SRR13783178	SRR13783180
ENSMUSG00000034795.15	138	91	103	119	171	111	115	161
ENSMUSG00000133114.1	2	1	4	3	4	1	4	2
ENSMUSG00000022012.10	82	63	64	86	54	47	73	34
ENSMUSG00000063556.6	5	2	2	2	2	1	2	3
ENSMUSG00000128279.1	0	1	2	1	1	1	2	1
ENSMUSG00000121701.1	0	0	0	1	0	0	0	0
ENSMUSG00000115733.3	0	0	0	0	0	0	0	0
ENSMUSG00000115244.2	1	0	0	0	0	0	0	0
ENSMUSG00000067973.12	0	0	0	0	1	0	0	0
ENSMUSG00002075302.1	0	0	0	0	0	0	0	0
ENSMUSG00000120850.2	22	11	11	11	14	17	19	8
ENSMUSG00002076975.1	0	0	0	0	0	0	0	0
ENSMUSG00000115363.2	0	0	0	0	0	0	0	0
ENSMUSG00000124519.1	0	0	0	0	0	1	1	0
ENSMUSG00000115257.3	0	0	0	0	0	0	0	0
ENSMUSG00000075512.6	0	0	0	0	0	0	0	0
ENSMUSG00000022013.5	375	321	361	435	444	336	372	517
ENSMUSG00000141600.1	0	0	1	0	0	0	0	3
ENSMUSG00000022014.17	213	223	80	232	955	618	1095	951
ENSMUSG00000115517.3	0	0	0	0	1	0	0	0
ENSMUSG00000140442.1	0	0	0	0	0	0	0	0
ENSMUSG00000140408.1	0	0	0	0	0	0	0	0
ENSMUSG00000092272.3	0	1	0	0	0	0	0	0
ENSMUSG00000115519.2	0	0	0	0	0	0	0	0
ENSMUSG00000045655.10	0	0	0	0	0	0	0	0
ENSMUSG00000136872.1	0	0	0	0	0	0	0	0
ENSMUSG00000124142.1	0	0	0	0	0	0	0	0
ENSMUSG00000128906.1	0	0	0	0	0	0	0	0
ENSMUSG00000087932.3	0	0	0	0	0	0	0	0
ENSMUSG00000115552.2	0	0	0	0	0	0	0	0
ENSMUSG00000131418.1	0	0	0	0	0	0	0	0
ENSMUSG00000137012.1	0	0	0	0	0	0	0	0
ENSMUSG00002075704.1	0	0	0	0	0	0	0	0
ENSMUSG00000022015.9	2	0	1	7	220	183	465	180
ENSMUSG00002076701.1	0	0	0	0	0	0	0	0
ENSMUSG00000134203.1	0	0	0	0	0	0	0	0
ENSMUSG00000132104.1	0	0	0	0	0	1	0	0
ENSMUSG00000115450.2	0	0	0	0	0	0	1	0
ENSMUSG00000022016.18	1675	1114	1217	1276	2409	1576	1774	1481
ENSMUSG00000125528.1	0	0	0	0	0	0	0	1
ENSMUSG00000034731.12	642	331	276	265	645	464	391	285
ENSMUSG00000115087.2	0	0	0	0	0	3	2	2
ENSMUSG00000084447.3	0	0	0	0	0	0	0	0
ENSMUSG00000120927.2	0	1	0	1	0	0	1	1
ENSMUSG00000142174.1	0	0	0	0	0	0	0	1
ENSMUSG00000115107.2	0	0	0	0	0	0	0	0
ENSMUSG00000142131.1	1	0	0	1	3	1	0	1
ENSMUSG00000142219.1	1	2	2	0	1	2	1	1
ENSMUSG00000142059.1	0	0	0	0	2	1	2	1
ENSMUSG00000115514.2	0	0	0	0	0	0	0	0
ENSMUSG00000115305.2	0	0	0	0	0	0	0	0
ENSMUSG00000115290.2	0	0	0	0	0	0	0	0
ENSMUSG00000058997.9	1717	1205	1407	1430	1179	629	523	560
ENSMUSG00000140898.1	0	0	0	0	0	1	0	0
ENSMUSG00000115090.2	0	0	0	0	0	0	1	0
ENSMUSG00000115539.2	0	0	4	3	6	5	1	2
ENSMUSG00000115643.2	0	0	0	0	0	0	0	0
ENSMUSG00000115637.2	4	3	3	4	7	5	11	3
ENSMUSG00000115167.2	0	0	0	0	0	0	0	0
ENSMUSG00000115111.3	1	0	1	0	0	0	0	0
ENSMUSG00000071262.11	2	1	2	2	0	1	2	1
ENSMUSG00000115045.2	0	0	1	0	0	0	0	0
ENSMUSG00000022018.8	443	374	337	433	421	262	172	486
ENSMUSG00000125056.1	2	1	10	3	6	2	0	5
ENSMUSG00000022020.16	479	394	341	364	486	384	361	422
ENSMUSG00000022022.4	158	132	164	204	127	101	87	148
ENSMUSG00000043881.10	494	370	359	363	492	273	324	289
ENSMUSG00000126993.1	0	0	0	1	1	0	0	0
ENSMUSG00000075502.3	3	2	0	3	15	30	22	18
ENSMUSG00000022023.7	1124	748	784	879	987	689	786	848
ENSMUSG00000036461.17	2224	1506	1293	1528	2629	1763	2032	1904
ENSMUSG00000137371.1	0	1	0	0	2	8	0	1
ENSMUSG00000137530.1	0	0	0	0	0	2	0	0
ENSMUSG00000137455.1	1	0	0	1	0	0	0	1
ENSMUSG00000137490.1	1	1	0	0	4	1	2	0
ENSMUSG00000137336.1	2	5	1	3	1	3	4	2
ENSMUSG00002075158.1	3	0	0	0	0	1	0	0
ENSMUSG00000022024.11	1691	1428	1666	2108	1399	987	1194	1485
ENSMUSG00000022025.14	6	12	6	22	3	0	0	1
ENSMUSG00000115422.3	0	0	0	0	0	0	0	0
ENSMUSG00000115740.3	0	0	0	0	0	0	0	0
ENSMUSG00000129377.1	0	0	0	0	0	0	0	0
ENSMUSG00000076453.3	0	0	0	0	0	0	0	0
ENSMUSG00000036422.11	0	2	2	0	0	0	1	0
ENSMUSG00000097927.3	0	0	0	0	0	0	0	0
ENSMUSG00000124419.1	0	0	0	0	0	0	0	0
ENSMUSG00000127075.1	0	0	0	0	0	0	0	0
ENSMUSG00000095959.3	1	0	0	0	0	0	1	2
ENSMUSG00000115291.2	0	0	0	0	0	0	0	0
ENSMUSG00000140279.1	0	0	0	0	0	0	0	0
ENSMUSG00000022026.8	0	3	0	0	213	46	82	110
ENSMUSG00000126430.1	0	0	0	0	0	0	0	0
ENSMUSG00000115334.2	0	0	0	0	0	0	0	0
ENSMUSG00000126472.1	0	0	0	0	0	0	0	0
ENSMUSG00000141080.1	0	0	0	0	0	0	0	0
ENSMUSG00000098125.2	0	0	0	0	0	0	0	0
ENSMUSG00000115036.2	0	0	0	0	0	0	0	0
ENSMUSG00000135418.1	0	0	0	0	0	0	0	0
ENSMUSG00000142816.1	0	0	0	0	0	0	0	0
ENSMUSG00000115346.2	0	0	0	0	0	0	0	0
ENSMUSG00000115716.2	0	0	0	0	0	0	0	0
ENSMUSG00000115297.2	0	0	0	0	0	0	0	0
ENSMUSG00000115542.3	0	0	0	0	0	0	0	0
ENSMUSG00000126140.1	0	0	0	0	0	0	0	0
ENSMUSG00000115465.2	0	0	0	0	0	0	0	0
ENSMUSG00000115455.3	0	0	0	0	0	0	0	0
ENSMUSG00000115385.2	0	0	0	0	0	0	0	0
ENSMUSG00000115175.2	0	0	0	0	0	0	0	0
ENSMUSG00000115825.3	0	0	0	0	0	0	0	0
ENSMUSG00000115731.2	0	0	0	0	0	0	0	0
ENSMUSG00000115476.2	0	0	0	0	0	0	0	0
ENSMUSG00000137826.1	0	0	0	0	0	0	0	0
ENSMUSG00002075834.1	0	0	0	0	0	0	0	0
ENSMUSG00000115051.2	0	0	0	0	0	0	1	0
ENSMUSG00000115847.2	0	0	0	0	0	0	1	0
ENSMUSG00000115031.2	0	0	0	0	0	0	0	0
ENSMUSG00000088009.3	0	0	0	0	0	0	0	0
ENSMUSG00000115393.2	0	0	0	0	0	0	0	0
ENSMUSG00000115780.2	0	0	0	0	0	0	0	0
ENSMUSG00000129298.1	0	0	0	0	0	0	0	0
ENSMUSG00000142048.1	0	0	0	0	0	0	0	0
ENSMUSG00000115006.2	0	0	0	0	0	0	0	0
ENSMUSG00000115282.2	0	0	0	0	0	0	0	0
ENSMUSG00000115043.3	0	0	0	0	0	0	0	0
ENSMUSG00000115770.2	0	0	0	0	0	0	0	0
ENSMUSG00000115612.2	0	0	0	0	0	0	0	0
ENSMUSG00000126219.1	0	1	0	0	1	0	0	0
ENSMUSG00000115227.2	0	0	0	0	0	0	0	0
ENSMUSG00000035566.8	114	88	48	59	88	69	63	74
ENSMUSG00000115529.3	0	0	0	0	1	0	0	0
ENSMUSG00000115743.2	0	0	0	0	3	1	3	3
ENSMUSG00000115239.2	0	0	0	0	1	0	0	1
ENSMUSG00000115653.2	0	0	0	0	0	0	0	0
ENSMUSG00000124894.1	0	0	0	0	0	0	0	0
ENSMUSG00000115217.3	0	0	0	0	0	0	0	0
ENSMUSG00000123139.1	0	0	0	0	0	1	2	0
ENSMUSG00000115836.2	0	0	0	0	0	0	0	0
ENSMUSG00000115014.2	0	0	0	0	0	0	0	0
ENSMUSG00000115128.2	0	0	0	0	0	0	0	0
ENSMUSG00000115271.3	0	0	0	0	0	0	0	0
ENSMUSG00000115777.3	0	0	0	0	0	0	0	0
ENSMUSG00000115176.2	0	0	0	0	0	0	0	0
ENSMUSG00000123260.1	0	0	0	0	0	0	0	0
ENSMUSG00000064407.4	0	0	0	0	0	0	0	0
ENSMUSG00000115089.2	0	0	0	0	0	0	0	0
ENSMUSG00000124925.1	0	0	0	0	0	0	0	0
ENSMUSG00000124842.1	0	0	0	0	0	0	0	0
ENSMUSG00000115664.2	0	0	0	0	0	0	0	0
ENSMUSG00000087812.3	0	0	0	0	0	0	0	0
ENSMUSG00000124886.1	0	0	0	0	0	0	0	0
ENSMUSG00000115401.2	0	0	0	0	0	0	0	0
ENSMUSG00000115776.2	0	0	0	0	0	0	0	0
ENSMUSG00000126295.1	0	0	0	0	0	0	0	0
ENSMUSG00000128435.1	0	0	0	0	0	0	0	0
ENSMUSG00000022021.16	135	90	69	58	211	246	315	163
ENSMUSG00000115306.2	0	0	0	0	1	0	0	0
ENSMUSG00000124821.1	0	0	0	0	1	1	1	0
ENSMUSG00002076478.1	0	0	0	0	0	0	0	0
ENSMUSG00000128307.1	0	0	0	0	0	0	0	0
ENSMUSG00000126424.1	5	0	1	1	1	2	2	4
ENSMUSG00000133869.1	3	1	2	5	3	1	2	1
ENSMUSG00000121709.1	0	0	0	0	0	0	0	0
ENSMUSG00000115438.3	0	0	0	0	0	0	0	0
ENSMUSG00000102284.2	0	0	0	0	0	0	0	0
ENSMUSG00000140993.1	0	0	0	0	0	0	0	0
ENSMUSG00000088536.3	0	0	0	0	0	0	0	0
ENSMUSG00000022019.17	1258	888	813	1005	977	731	754	905
ENSMUSG00000115564.2	3	0	0	0	0	0	0	0
ENSMUSG00000115484.2	0	0	0	0	1	0	0	0
ENSMUSG00000115184.2	2	1	0	0	1	0	0	1
ENSMUSG00000140623.1	0	0	0	0	0	1	0	0
ENSMUSG00000135558.1	0	0	0	0	0	0	0	0
ENSMUSG00000115608.2	0	0	0	0	0	0	0	0
ENSMUSG00000135594.1	0	0	0	0	0	0	0	0
ENSMUSG00000115452.3	0	0	0	0	0	0	0	0
ENSMUSG00000121710.1	0	0	0	0	0	0	0	0
ENSMUSG00000121711.2	0	0	0	0	0	0	0	0
ENSMUSG00000115527.3	0	0	0	0	0	0	0	0
ENSMUSG00000136630.1	0	0	0	0	0	0	0	0
ENSMUSG00000062611.5	151	86	109	128	192	119	141	182
ENSMUSG00002075121.1	0	0	0	0	0	0	0	0
ENSMUSG00000115479.3	0	0	0	0	0	0	0	0
ENSMUSG00000098095.2	1	0	0	0	0	0	0	0
ENSMUSG00000115533.2	0	0	0	0	0	0	0	0
ENSMUSG00000115202.2	0	0	0	0	0	0	0	0
ENSMUSG00000140348.1	0	0	0	0	0	0	0	0
ENSMUSG00000121713.1	0	0	0	0	0	0	0	0
ENSMUSG00000115114.3	0	0	0	0	0	0	0	0
ENSMUSG00000139923.1	0	0	0	0	0	0	0	0
ENSMUSG00000050505.8	85	45	48	87	26	21	19	25
ENSMUSG00000115623.3	0	0	0	0	0	0	0	0
ENSMUSG00000128184.1	0	0	0	0	0	0	0	0
ENSMUSG00000129496.1	0	0	0	0	0	0	0	0
ENSMUSG00000102164.2	0	0	0	0	0	0	0	0
ENSMUSG00000115392.2	0	0	0	0	0	0	0	0
ENSMUSG00000088405.4	0	0	0	0	0	0	0	0
ENSMUSG00000077408.3	0	0	0	0	0	0	0	0
ENSMUSG00000121714.1	16	11	24	19	20	8	8	9
ENSMUSG00000062093.7	0	0	0	0	0	0	0	0
ENSMUSG00000115313.3	0	0	0	0	0	0	0	0
ENSMUSG00000115001.3	0	0	0	0	0	0	0	0
ENSMUSG00000125911.1	0	0	0	0	0	0	0	0
ENSMUSG00000077619.3	0	0	0	0	0	0	0	0
ENSMUSG00000115292.3	0	0	0	0	0	0	0	0
ENSMUSG00000115565.2	0	0	0	0	0	0	0	0
ENSMUSG00000088746.3	0	0	0	0	0	0	0	0
ENSMUSG00000115225.2	0	0	0	0	0	0	0	0
ENSMUSG00000115368.3	0	2	0	1	0	4	7	2
ENSMUSG00000115171.2	0	0	0	0	0	0	0	0
ENSMUSG00000130676.1	0	0	0	0	0	0	0	0
ENSMUSG00000115308.2	0	0	0	0	0	0	0	0
ENSMUSG00000077298.3	0	0	0	0	0	0	0	0
ENSMUSG00000103410.2	0	0	0	0	0	0	0	0
ENSMUSG00000115662.2	13	6	7	21	16	8	12	19
ENSMUSG00000115660.2	0	0	0	0	0	0	0	0
ENSMUSG00000115720.3	0	0	0	0	0	0	0	0
ENSMUSG00000115444.2	0	0	0	0	0	0	0	0
ENSMUSG00000132962.1	0	0	0	0	0	0	0	0
ENSMUSG00000055421.9	40	26	51	36	22	6	18	14
ENSMUSG00000065014.3	0	0	0	0	0	0	0	0
ENSMUSG00000115505.2	17	22	23	26	28	15	15	20
ENSMUSG00000115632.2	0	1	0	0	1	0	0	0
ENSMUSG00000115447.2	0	0	0	0	0	0	0	0
ENSMUSG00000128920.1	0	0	0	0	0	0	0	0
ENSMUSG00000115023.2	0	0	0	0	0	0	0	0
ENSMUSG00000115471.2	0	0	0	0	0	0	0	0
ENSMUSG00000115797.2	0	0	0	0	0	0	0	0
ENSMUSG00000115613.2	0	0	0	0	0	0	0	0
ENSMUSG00000088046.3	0	0	0	0	0	0	0	0
ENSMUSG00000115059.2	0	0	0	0	0	0	0	0
ENSMUSG00000115638.2	0	0	0	0	0	0	0	0
ENSMUSG00000115822.3	0	0	0	0	0	0	0	0
ENSMUSG00000123514.1	0	0	0	0	0	0	0	0
ENSMUSG00000133349.1	0	0	0	0	0	0	0	0
ENSMUSG00000089384.3	0	0	0	0	0	0	0	0
ENSMUSG00000132690.1	0	0	0	0	0	0	0	0
ENSMUSG00000115331.2	0	0	0	0	0	0	0	0
ENSMUSG00000115038.2	0	0	0	0	0	0	0	0
ENSMUSG00000115379.2	5	2	1	1	5	1	1	1
ENSMUSG00000115499.2	0	0	0	0	0	0	0	0
ENSMUSG00000115396.2	0	0	0	0	0	0	0	0
ENSMUSG00000115243.2	0	0	1	0	0	0	0	0
ENSMUSG00000132213.1	0	0	0	0	0	0	0	0
ENSMUSG00000115679.2	0	0	0	0	0	0	0	0
ENSMUSG00000034689.3	0	0	0	0	0	0	0	0
ENSMUSG00000115029.2	0	0	0	0	0	0	0	0
ENSMUSG00000115603.2	0	0	0	0	0	0	0	0
ENSMUSG00000022076.11	0	0	0	0	0	0	0	0
ENSMUSG00000133588.1	0	0	0	0	1	0	0	0
ENSMUSG00000083933.2	0	0	0	0	0	0	0	0
ENSMUSG00000065042.3	0	0	0	0	0	0	0	0
ENSMUSG00000064581.3	0	0	0	0	0	0	0	0
ENSMUSG00000136059.1	0	0	0	0	0	0	0	0
ENSMUSG00000115535.2	0	0	0	0	0	0	0	0
ENSMUSG00000115315.2	0	0	1	2	1	1	0	0
ENSMUSG00000115714.2	0	0	0	0	0	0	0	0
ENSMUSG00000115229.3	0	0	0	0	0	0	0	0
ENSMUSG00000089130.3	0	0	0	0	0	0	0	0
ENSMUSG00000115052.2	0	0	0	0	0	0	0	0
ENSMUSG00000119804.2	0	0	0	0	0	0	0	0
ENSMUSG00000127266.1	0	0	0	0	0	0	0	0
ENSMUSG00000088538.3	0	0	0	0	0	0	0	0
ENSMUSG00000134332.1	0	0	0	0	0	0	0	0
ENSMUSG00000115598.2	0	0	0	0	0	0	0	0
ENSMUSG00000055639.17	558	363	246	253	353	167	158	182
ENSMUSG00000089549.3	0	0	0	0	0	0	0	0
ENSMUSG00000086133.2	0	1	2	0	0	0	0	0
ENSMUSG00000128833.1	0	0	0	0	0	0	0	0
ENSMUSG00000089425.4	0	0	0	0	0	0	0	0
ENSMUSG00000115218.2	0	0	0	0	0	0	0	0
ENSMUSG00000130342.1	0	0	0	0	0	0	0	0
ENSMUSG00000130299.1	0	0	0	0	0	0	1	0
ENSMUSG00000115486.2	4	0	3	2	1	0	2	1
ENSMUSG00000119462.1	0	0	0	0	0	0	0	0
ENSMUSG00000142051.1	0	0	0	0	0	0	0	0
ENSMUSG00000098059.2	0	0	0	0	0	0	0	0
ENSMUSG00000125202.1	0	0	0	0	0	0	0	0
ENSMUSG00000115242.3	0	0	0	0	0	0	0	1
ENSMUSG00000140362.1	0	0	0	0	0	0	0	0
ENSMUSG00000115567.2	1	0	0	0	0	0	0	0
ENSMUSG00000140321.1	0	0	0	0	0	0	1	0
ENSMUSG00000060377.5	11	14	4	11	12	18	22	22
ENSMUSG00000033186.10	1070	753	971	1078	1070	739	822	1171
ENSMUSG00000022070.8	126	76	62	79	221	172	185	133
ENSMUSG00000033166.12	610	414	468	552	1133	851	840	943
ENSMUSG00000022064.11	314	235	257	369	299	207	194	258
ENSMUSG00000115071.2	0	1	0	0	1	1	0	0
ENSMUSG00000100172.2	0	0	0	0	0	0	0	0
ENSMUSG00000005148.9	3228	2063	2114	2055	2892	2007	2250	1898
ENSMUSG00000120791.2	0	0	1	2	3	0	0	0
ENSMUSG00000084700.4	0	0	0	0	0	0	0	0
ENSMUSG00000064584.3	0	0	0	0	0	0	0	0
ENSMUSG00000115746.2	0	0	0	0	0	0	1	1
ENSMUSG00000115590.2	0	0	0	0	0	0	0	0
ENSMUSG00000115178.2	0	0	0	0	0	0	0	0
ENSMUSG00000115580.3	4	5	3	3	3	2	5	4
ENSMUSG00000137914.1	1	0	1	2	1	2	0	0
ENSMUSG00000137950.1	0	0	0	0	0	1	0	0
ENSMUSG00000138019.1	7	11	1	3	1	1	1	0
ENSMUSG00000115550.3	7	7	1	2	2	1	0	0
ENSMUSG00000138062.1	2	3	4	0	0	0	0	0
ENSMUSG00000115366.2	0	1	2	0	1	0	2	0
ENSMUSG00000103188.2	0	0	0	0	0	0	0	0
ENSMUSG00000065238.3	0	0	0	0	0	0	0	0
ENSMUSG00000129273.1	0	0	0	0	0	0	0	0
ENSMUSG00000125856.1	0	0	0	0	0	0	0	0
ENSMUSG00000087144.2	0	0	0	0	0	0	0	0
ENSMUSG00000072294.6	246	213	200	208	94	57	95	57
ENSMUSG00000139879.1	0	1	2	0	0	0	0	1
ENSMUSG00000054391.14	0	0	0	1	0	0	1	1
ENSMUSG00000084991.2	0	0	0	0	0	0	0	0
ENSMUSG00000110273.3	1	2	2	0	0	0	1	2
ENSMUSG00000143294.1	0	0	0	0	0	0	0	0
ENSMUSG00000120164.2	0	1	0	0	0	0	0	0
ENSMUSG00000119005.1	0	0	0	0	0	0	0	0
ENSMUSG00000123555.1	0	0	0	0	0	0	0	0
ENSMUSG00000115821.3	0	0	0	0	0	0	0	0
ENSMUSG00000115732.2	0	0	0	0	0	0	0	0
ENSMUSG00000089331.3	0	0	0	0	0	0	0	0
ENSMUSG00000115506.2	0	0	0	0	0	0	0	0
ENSMUSG00000115105.2	0	0	0	0	0	0	0	0
ENSMUSG00000141545.1	0	0	0	0	0	0	0	0
ENSMUSG00002075538.1	0	0	0	0	0	0	0	0
ENSMUSG00000139606.1	0	0	0	0	0	0	0	0
ENSMUSG00000088160.4	0	0	0	0	0	0	0	0
ENSMUSG00000115721.2	0	0	0	0	0	0	0	0
ENSMUSG00000136675.1	0	0	1	0	0	0	0	0
ENSMUSG00000136714.1	0	0	0	0	0	0	0	0
ENSMUSG00000042888.11	0	0	0	0	0	0	0	0
ENSMUSG00000131394.1	0	0	0	0	0	0	0	0
ENSMUSG00002076744.1	0	0	0	0	0	0	0	0
ENSMUSG00000138791.1	0	0	0	0	0	0	0	0
ENSMUSG00000115538.2	0	0	0	1	0	0	1	0
ENSMUSG00000033083.17	2374	2162	1559	2311	1230	685	492	636
ENSMUSG00000115319.2	0	0	0	0	0	0	0	1
ENSMUSG00000075486.11	539	354	393	451	449	310	390	497
ENSMUSG00000022111.10	574	386	515	594	1034	664	908	1123
ENSMUSG00000134686.1	1	0	0	0	1	0	1	1
ENSMUSG00000115435.2	0	0	0	0	0	0	0	0
ENSMUSG00000115110.2	0	0	0	0	0	0	0	0
ENSMUSG00000053821.6	17	5	3	6	3	2	0	2
ENSMUSG00000033060.18	2849	2230	1841	2220	2708	1501	1175	1538
ENSMUSG00000124383.1	0	0	0	0	0	0	0	0
ENSMUSG00000115584.2	2	0	0	0	0	1	2	1
ENSMUSG00000141719.1	0	0	0	0	0	0	0	0
ENSMUSG00000134764.1	0	0	0	0	0	0	0	0
ENSMUSG00000124736.1	0	0	0	0	0	0	0	0
ENSMUSG00000133798.1	0	0	0	0	0	0	0	0
ENSMUSG00000127890.1	0	0	0	0	0	0	0	0
ENSMUSG00000119010.1	0	0	0	0	0	0	0	0
ENSMUSG00000115696.2	0	0	0	0	0	0	0	0
ENSMUSG00000131268.1	0	0	0	0	0	0	0	0
ENSMUSG00000127120.1	0	0	0	0	0	0	0	0
ENSMUSG00002075110.1	0	0	0	0	0	0	0	0
ENSMUSG00000115816.3	2	1	0	0	19	14	45	22
ENSMUSG00000138332.1	0	0	0	0	0	0	0	0
ENSMUSG00000138370.1	0	0	0	0	4	1	1	0
ENSMUSG00000098557.2	11387	7898	6695	6321	5157	1595	3102	1515
ENSMUSG00000092901.3	0	0	0	0	0	0	0	0
ENSMUSG00000114980.3	0	0	0	1	16	3	19	32
ENSMUSG00000115512.2	2	1	0	1	0	0	0	1
ENSMUSG00000115855.4	0	0	2	1	10	6	16	12
ENSMUSG00000139440.1	0	6	0	6	103	53	176	136
ENSMUSG00000022126.7	4	6	1	2	6384	3172	5719	7165
ENSMUSG00000141700.1	1	1	0	0	0	0	0	0
ENSMUSG00000022125.8	976	742	741	890	1186	826	1287	1182
ENSMUSG00000022124.16	3752	2434	2485	3225	2402	1354	1650	2033
ENSMUSG00000143309.1	15	9	6	7	9	5	6	3
ENSMUSG00000033004.17	6618	3984	3541	2986	6352	5220	4028	2480
ENSMUSG00000139609.1	1	0	0	0	0	2	2	2
ENSMUSG00000119948.2	19	20	14	22	22	11	9	8
ENSMUSG00000121604.1	0	0	0	0	0	0	0	0
ENSMUSG00000098111.2	19	20	31	25	14	9	9	13
ENSMUSG00000115762.3	29	15	17	20	38	30	25	34
ENSMUSG00000022123.10	10667	6110	5178	5535	6144	4314	3596	3112
ENSMUSG00000055717.14	32	8	16	23	28	12	19	13
ENSMUSG00002076273.1	0	0	0	0	0	0	0	0
ENSMUSG00000089707.2	0	0	0	0	0	0	0	0
ENSMUSG00000122376.1	0	0	0	0	0	0	0	0
ENSMUSG00000137223.1	0	0	0	0	0	0	0	0
ENSMUSG00000128072.1	0	0	0	0	0	0	0	0
ENSMUSG00000022122.16	831	1309	576	592	1490	943	901	610
ENSMUSG00000135745.1	0	0	0	0	0	0	0	0
ENSMUSG00000135683.1	0	0	0	0	0	0	0	0
ENSMUSG00000135711.1	0	0	0	0	3	1	4	0
ENSMUSG00000132134.1	0	0	1	0	0	0	0	0
ENSMUSG00000104311.2	0	0	0	0	0	0	0	0
ENSMUSG00000136101.1	0	0	0	0	0	0	0	0
ENSMUSG00000115727.3	3	1	1	1	0	1	0	0
ENSMUSG00000136197.1	0	0	0	0	0	0	0	0
ENSMUSG00000136274.1	0	0	0	0	0	0	0	1
ENSMUSG00000131582.1	0	0	0	0	0	0	0	0
ENSMUSG00000115424.4	0	0	0	0	1	0	0	0
ENSMUSG00000139403.1	0	0	0	0	1	0	0	0
ENSMUSG00000048349.10	17	29	25	25	48	29	24	34
ENSMUSG00000125131.1	0	0	0	0	5	1	0	3
ENSMUSG00000022120.5	204	145	168	162	294	228	264	212
ENSMUSG00000115384.2	0	1	0	1	1	1	0	1
ENSMUSG00000144136.1	0	0	0	0	0	0	0	0
ENSMUSG00000144098.1	0	0	0	0	0	0	0	0
ENSMUSG00000077541.3	0	0	0	0	0	0	0	0
ENSMUSG00000115432.3	0	0	0	0	0	0	0	0
ENSMUSG00000077719.3	0	0	0	0	0	0	0	0
ENSMUSG00000129837.1	0	0	0	0	0	0	0	0
ENSMUSG00000128775.1	0	0	0	0	0	0	0	0
ENSMUSG00000124037.1	0	0	0	0	0	0	0	0
ENSMUSG00000077425.3	0	0	0	0	0	0	0	0
ENSMUSG00000137398.1	0	0	0	0	0	0	0	0
ENSMUSG00000133384.1	0	0	0	0	0	0	0	0
ENSMUSG00000115195.2	0	0	0	0	0	0	0	0
ENSMUSG00000122752.1	0	0	0	0	0	0	0	0
ENSMUSG00000022119.16	1072	713	668	709	1399	1019	1046	923
ENSMUSG00000091509.8	144	101	115	118	172	146	151	138
ENSMUSG00000120914.2	13	8	7	6	11	5	6	6
ENSMUSG00000115831.2	2	1	0	0	0	0	0	0
ENSMUSG00000115247.2	3	3	3	4	6	8	13	7
ENSMUSG00000125648.1	3	0	1	1	1	1	2	2
ENSMUSG00000119509.1	0	0	0	0	0	0	0	0
ENSMUSG00000053253.18	2218	1376	1550	1591	1390	961	1188	1351
ENSMUSG00000064715.3	0	0	0	0	0	0	0	0
ENSMUSG00000086260.2	0	0	0	0	0	0	0	0
ENSMUSG00000127967.1	0	0	0	0	2	1	0	0
ENSMUSG00000115548.3	0	0	0	0	1	0	2	1
ENSMUSG00000139905.1	0	0	0	0	0	0	0	0
ENSMUSG00000139948.1	0	0	0	0	0	0	0	0
ENSMUSG00000123923.1	0	0	0	0	0	0	0	0
ENSMUSG00000022116.9	0	0	0	0	0	0	0	0
ENSMUSG00000123992.1	0	0	0	0	0	0	0	0
ENSMUSG00000115386.2	1	0	0	2	0	1	0	0
ENSMUSG00000131040.1	0	0	0	0	0	0	0	0
ENSMUSG00000115149.4	10	3	7	2	2	2	4	3
ENSMUSG00000110080.4	1	1	0	0	2	0	0	1
ENSMUSG00000098780.3	0	0	0	0	0	0	0	0
ENSMUSG00000060143.10	0	0	0	0	0	0	0	0
ENSMUSG00000140707.1	0	0	0	0	0	0	0	0
ENSMUSG00000138595.1	0	0	0	0	0	0	0	0
ENSMUSG00000142685.1	0	0	0	1	0	1	0	0
ENSMUSG00000142732.1	0	0	0	0	0	0	0	0
ENSMUSG00002074953.1	0	0	0	0	0	0	0	0
ENSMUSG00000115796.3	0	0	0	0	0	2	0	0
ENSMUSG00000138626.1	0	0	0	0	0	0	0	0
ENSMUSG00000022114.6	654	344	392	493	424	335	389	438
ENSMUSG00000127940.1	39	20	13	30	22	19	23	23
ENSMUSG00000123615.1	0	1	0	0	0	0	0	0
ENSMUSG00000135604.1	0	0	0	1	3	2	1	0
ENSMUSG00000125074.1	0	0	0	0	0	1	0	0
ENSMUSG00000115800.2	0	0	0	0	0	0	0	0
ENSMUSG00000090538.3	0	0	0	0	0	0	0	0
ENSMUSG00000022113.7	0	0	0	0	0	0	0	0
ENSMUSG00000130874.1	0	0	0	2	2	1	0	1
ENSMUSG00000115501.2	0	0	0	0	1	0	0	0
ENSMUSG00000115754.2	15	3	19	16	21	26	65	21
ENSMUSG00000065193.4	1	0	0	0	0	0	0	1
ENSMUSG00000115439.3	3	5	5	5	11	11	20	5
ENSMUSG00000127256.1	1	0	0	0	0	0	0	0
ENSMUSG00000127713.1	2	0	0	1	2	3	1	0
ENSMUSG00000099794.3	0	0	0	1	0	0	1	0
ENSMUSG00000127691.1	0	0	1	0	0	0	0	0
ENSMUSG00002076417.1	0	0	0	0	0	0	0	0
ENSMUSG00000115695.2	0	0	0	0	0	0	0	0
